SK_ID_CURR,TARGET
100090,0.19719147524422878
298917,0.7630236648161937
277423,0.35200947836528146
275438,0.5139290815654308
404607,0.7845106882641597
286201,0.18409398507788766
327751,0.24232259264502168
434986,0.16715014640107057
439296,0.37309050213517575
228885,0.6722433838357551
227281,0.20515629658382886
375367,0.26224396734281585
130051,0.3801461410871483
303288,0.13850470049885705
177511,0.4141248650655102
104058,0.4025266099749522
358679,0.2012426773870331
136739,0.7366142698023425
135635,0.2455016056815347
204086,0.6380704348131953
261956,0.19920579545469716
409628,0.12282157407247746
125752,0.32364640500449027
193568,0.17510199873474974
181236,0.7022009634324622
148831,0.29654803223476484
160614,0.49863354188061776
198050,0.7674532479152696
374133,0.3893542872016904
389473,0.22813647114182195
359258,0.5543355848440348
130774,0.4271573647250553
435480,0.6183486998301317
429952,0.6853788296577259
227749,0.8329160265646148
306030,0.765488951439082
306212,0.16628226313361805
355328,0.14527989274807634
288470,0.2649117218696232
139462,0.8285896362312104
251470,0.14901915280761688
254295,0.17741063094790208
297479,0.17843271896091595
359232,0.7110098396965364
408985,0.2036697312345643
236939,0.17968498233650543
243774,0.43727972196937015
123476,0.1378746900614246
399568,0.47305415707426895
439879,0.3597358588357324
367698,0.15977581543161656
146413,0.24225272423043717
193409,0.1305077103161359
114560,0.17566055507514675
426192,0.33097528831679474
433976,0.30486911202321976
436430,0.3032198154174711
166755,0.5431957161112547
347483,0.17400965354605558
320165,0.2089955855154399
237458,0.2432590023797241
217419,0.2285330196678352
446208,0.7095242487020132
305475,0.20101063284405513
179264,0.4425441446702431
443375,0.4145329351341402
307561,0.24332303070245048
225517,0.3360264533021414
306069,0.3524497585482229
326576,0.4868980007162126
294164,0.46820503563780114
267597,0.2151511980948215
419830,0.8070494495500716
199550,0.5280471971880161
410994,0.49285030358467885
128342,0.25988647579777985
120535,0.15507305950214337
181186,0.4610003181483003
240364,0.20470585734150376
423125,0.38160208974030546
191942,0.24982093916037934
422518,0.1643525863887518
429750,0.6567675325030331
373598,0.5150124667805193
291303,0.3667400578438351
276263,0.7388114331818754
131493,0.7504353463041662
198874,0.28712135402208266
384505,0.4867031108676985
243152,0.3064963786010881
121334,0.14713524120980695
262622,0.19585529926848594
448001,0.26094291475073533
365910,0.15563426600966143
134494,0.7932693134287139
187328,0.49873886302878034
182012,0.16383452136334214
227053,0.21533093067743792
296509,0.5913157952718697
201197,0.2791146546444464
271682,0.33767980752358057
107535,0.23883292594475394
433995,0.36886875860083956
219981,0.5834516813790862
163214,0.6123178499913067
138731,0.16527000526889096
221223,0.3984540586544137
222159,0.3151074228914336
412883,0.2787530414702617
185827,0.7960113364207555
419176,0.6287877658155739
208576,0.1617662385092424
222665,0.160871672130017
240717,0.2630278443374875
398580,0.4309889399626241
314366,0.42418950454335685
186885,0.49287181014757314
199536,0.4052825466742251
150207,0.34967627745953545
324944,0.5781312263486723
345999,0.16196811523119603
264350,0.4718537381521743
344934,0.15631512858190338
179662,0.1895770125800106
111422,0.2640139185199163
180510,0.2525312678255194
267950,0.16964243668258855
297781,0.19979734175116104
309815,0.7344773720590884
136995,0.2951543334756316
427632,0.3253240887652335
396437,0.31002977647301316
171191,0.1588182693399152
135060,0.25746048837589214
163085,0.3099635084672771
313583,0.31385537832435945
